beer_name,brewery_name,beer_style,review_taste,beer_abv
2 Live Cru,Newport Beach Brewing Company,Belgian Strong Pale Ale,4,8.5
2 Paws,Paw Paw Brewing Company,American IPA,4.166666667,5.8
2 Pint IPA,Ellersick Brewing Company,American Double / Imperial IPA,3.5,9.5
2 Sisters Stout,Amherst Brewing Co.,American Stout,3.916666667,6.6
2 Threads,McKenzie Brew House,Saison / Farmhouse Ale,4.1,6.5
2 Timer IPA,Newport Beach Brewing Company,American Double / Imperial IPA,3.5,8
2 Turtle Doves,The Bruery,Belgian Strong Dark Ale,4.11038961,12
2 Turtle Doves (Vanilla Beans),The Bruery,Belgian Strong Dark Ale,4.125,12
2 X 4 Stout,Bill's Tavern & Brewhouse,American Double / Imperial Stout,3.666666667,7.9
2/6/00,"Pennichuck Brewing Company, Inc.",Vienna Lager,3.5,5
20 To Life,Moonlight Brewing Company,American Wild Ale,4.4,5
"20"" Brown",Cascade Lakes Brewing Co.,American Brown Ale,3.657894737,5.3
200 Meter Ale,Eugene City Brewery,American IPA,3.987179487,5.8
2000 Not Out,Wig And Pen,Belgian Strong Pale Ale,4,8
2001 - A Stout Odyssey,Broad Ripple Brew Pub,American Double / Imperial Stout,3,8
2003 Whiskey Barrel Barley Wine,Fitger's Brewhouse,American Barleywine,4.833333333,10.9
2003 Yo-Ho Barleywine,Yo-Ho Brewing Company,American Barleywine,3.666666667,10
2004 Barley Wine (Peat Smoked Barley Wine),Ice Harbor Brewing Company,American Barleywine,3,9.2
2004 Grand Cru,BJ's Restaurant & Brewhouse,Belgian Strong Pale Ale,4,8
2004 Symposium Ale,Stone Brewing Co.,Belgian Strong Pale Ale,3.875,7.48
2005 Barley Wine (Triple IPA,Ice Harbor Brewing Company,American Double / Imperial IPA,3.5,10.3
2005 Christmas Ale,Sly Fox Brewing Company,Herbed / Spiced Beer,3.409090909,6.5
2005 Grand Cru,BJ's Restaurant & Brewhouse,Belgian Strong Pale Ale,5,8.5
2005 Lunarshine BurlyWhine,Watch City Brewing Co.,English Strong Ale,4,8.3
2006 Barley Wine (Triple IPA),Ice Harbor Brewing Company,American Barleywine,4.5,10
2006 Christmas Ale,Sly Fox Brewing Company,Winter Warmer,4.052631579,6.5
2006 Double Bastard Ale Aged In Brandy Barrels,Stone Brewing Co.,American Strong Ale,4.257142857,10
2006 Fever Pitch,"Marston, Thompson & Evershed, Plc.",English Pale Ale,2.5,4.2
2007 Old Nipster Winterfest Ale,Babe's Bar-B-Que And Brewery,Winter Warmer,4,7.5
2007 Resolution #1,The Defiant Brewing Company,Belgian Strong Pale Ale,4.125,7.4
2007 Vintage Oak Aged Ale (Barrel No. 230),Brouwerij Rodenbach N.V.,Flanders Red Ale,4.347457627,7
2008 Barley Wine (Triple IPA),Ice Harbor Brewing Company,American Barleywine,4.5,10
2008 Christmas Ale,Sly Fox Brewing Company,Winter Warmer,4.057692308,6.5
2008 Vintage Oak Aged Ale (Barrel No. 96),Brouwerij Rodenbach N.V.,Flanders Red Ale,4.3,7
"2009 Arquebus, Ch. Boswell Barrel Finish With Brett",Cambridge Brewing Company,American Barleywine,5,11
2009 Christmas Ale,Sly Fox Brewing Company,Winter Warmer,4.0625,6.5
2009 Correction Ale,Lagunitas Brewing Company,American IPA,3.950431034,6.33
2009 Vintage Oak Aged Ale (Barrel No. 145),Brouwerij Rodenbach N.V.,Flanders Red Ale,4.071428571,7
2010 Barleywine,Sebago Brewing Company,American Barleywine,3.75,12.5
2010 Bluesapalooza,Mammoth Brewing Company,American Double / Imperial Stout,3,9
2010 Christmas Ale,Sly Fox Brewing Company,Winter Warmer,3.771428571,6.5
2010 Cleveland Beer Week Collaboration Altbier (w/ Cornerstone),Buckeye Brewing Company,Altbier,3.3,5.5
2010 Cleveland Beer Week India-Style Black Ale,Buckeye Brewing Company,American Black Ale,3.8,7
2010 Fever Pitch,"Marston, Thompson & Evershed, Plc.",English Pale Ale,3.5,4.2
2010 Oktoberfest 200th Anniversary Jubiläumsbier Collaboration,Augustiner-Bräu Wagner KG,Märzen / Oktoberfest,4.333333333,6
2010 Reserve Amber Ale,Endeavour Beverages,American Amber / Red Ale,3,5.2
2010 Reserve Old Boardhead Barley Wine Ale,Full Sail Brewery & Tasting Room & Pub,American Barleywine,3.428571429,9
2010 Reserve Pale Ale,Endeavour Beverages,American Pale Ale (APA),2.875,4.5
2011 Belgian Independence Day Saison,Brewery Ommegang,Saison / Farmhouse Ale,3.795454545,6.5
2011 Christmas Ale,Sly Fox Brewing Company,Winter Warmer,3.5,6.5
2011 Cleveland Beer Week Hoppy German-Style Altbier,Buckeye Brewing Company,Altbier,3.4,6
2011 Grand Crüe,Sebago Brewing Company,American Strong Ale,4.461538462,8.8
2011 ICBG Replicale,Lunar Brewing,Belgian Pale Ale,4.5,5.6
2011 Is So Over Ale,Half Acre Beer Company,American Brown Ale,4,6
2011 Owens Valley Wet Harvest Lager,Mammoth Brewing Company,American Pale Lager,4,6.8
2011 Reserve Amber Ale,Endeavour Beverages,American Amber / Red Ale,3.5,5.2
2011 Reserve Pale Ale,Endeavour Beverages,American Pale Ale (APA),3.75,4.5
2011 Symposium IPA,Drake's Brewing Co.,American IPA,3.583333333,7.5
2011 Symposium New Albion Porter,Napa Smith Brewery,American Porter,3.375,5.9
2011 Symposium Oyster Stout,Iron Springs Pub & Brewery,English Stout,4,6.5
2012 Black Ale,Stevens Point Brewery,American Brown Ale,3.59,4.66
2012 IPA,Back Road Brewery,American IPA,4,7.5
2020,Fitger's Brewhouse,American Double / Imperial IPA,4.416666667,7.2
20th Anniversary,Lost Coast Brewery and Cafe,American Strong Ale,3.5,8
20th Anniversary Ale,Nelson Brewing Company,American Pale Ale (APA),3.25,5
20th Anniversary American IPA,Oggi's Pizza & Brewing Co.,American IPA,3,6.5
20th Anniversary Old Ale,Marin Brewing Company,Old Ale,3,6.8
20th Anniversary Pilsner,Abita Brewing Co.,Czech Pilsener,3.977272727,5
20th Anniversary Rorschach One,Mad River Brewing Company,Wheatwine,3.625,11
20th Anniversary Tripel (Aged In Bourbon Barrels For 10 Months),Karl Strauss Brewing Company,Tripel,3.5,10.5
20th Anniversary Wit,Deschutes Brewery,Witbier,3.781553398,5.5
21 IPA,Gritty McDuff's Brewing Company,American IPA,3.616883117,6.8
21 Rock,21st Amendment Brewery,American Double / Imperial IPA,4,9.7
21 Year Old Ale,Marin Brewing Company,Old Ale,3.75,8
215 Pale Ale,Southern Tier Brewing Company,Belgian Pale Ale,4,6
216,Skagit River Brewery,American Double / Imperial Pilsner,4,7.5
219,Three Floyds Brewing Co. & Brewpub,American Pale Ale (APA),4.277777778,5.6
21st Amendment,Goose Island Beer Co.,American Pale Ale (APA),4,3.2
21st Amendment IPA,21st Amendment Brewery,American IPA,3.766666667,7
21st Amendment Imperial Stout,21st Amendment Brewery,Russian Imperial Stout,3.875,10
21st Amendment Pale Ale,21st Amendment Brewery,American Pale Ale (APA),3.5,5.5
21st Anniversary Belgian Strong Ale Aged With Old Vine Zin Grapes,Karl Strauss Brewing Company,Belgian Strong Dark Ale,3.885714286,10.4
21st Anniversary ESB,Goose Island Beer Co.,Extra Special / Strong Bitter (ESB),4.25,6.8
21st Anniversary Fresh Hop Pale Ale,Boulevard Brewing Co.,American Pale Ale (APA),4.029411765,7.4
21st Anniversary Rorschach Two Double Brown Ale,Mad River Brewing Company,American Brown Ale,4,8.5
22 Bines Blonde IPA - Beer Camp #9,Sierra Nevada Brewing Co.,American Blonde Ale,4,5.8
22 Porter,Browar Ciechan,Baltic Porter,4.25,9
221 B,"Bell's Brewery, Inc.",American IPA,4.333333333,8
22nd Anniversary Pale Ale,Goose Island Beer Co.,American Pale Ale (APA),4.5,5.5
22nd Anniversary Vanilla Imperial Stout,Karl Strauss Brewing Company,American Double / Imperial Stout,3.796610169,9
230th Anniversary American Sour Ale,Natty Greene's Pub & Brewing Co.,Flanders Oud Bruin,4.233333333,6.2
23rd Anniversary Ale,Goose Island Beer Co.,American Pale Ale (APA),3.5,5.3
24 Carats,Mother Earth Brew Co.,Belgian Strong Pale Ale,4,8
24 K,Brewfist,American Blonde Ale,3.5,4.6
24th Street Pale Ale,Strand Brewing Co.,American Pale Ale (APA),4.346153846,6.1
25 Dodici,Birra Del Borgo,Winter Warmer,3.692307692,9.5
25 To One W/ Cocoa Nibs,Stillwater Artisanal Ales,Belgian Strong Dark Ale,3.75,8.4
252,Les Brasseurs Qui Fument,Extra Special / Strong Bitter (ESB),3.75,5.5
25th Anniversary Ale,Redhook Ale Brewery,American Brown Ale,4,5.5
25th Anniversary Hopped Lager,Okanagan Spring Brewery,American Pale Lager,3.642857143,5.2
25th Anniversary Sour (Bourbon Barrel Aged),Triple Rock Brewery & Alehouse,American Wild Ale,3,8
25th Anniversary Sour (Pinot Noir And Bourbon Barrel Aged),Triple Rock Brewery & Alehouse,American Wild Ale,3,8.5
25th Anniversary Vanilla Doubledog,Abita Brewing Co.,American Strong Ale,3.544554455,7
26°,Indigo Imp Brewery,Foreign / Export Stout,2.916666667,7.4
275th Anniversary Ale,General Lafayette Inn & Brewery,English Barleywine,4.386363636,13.1
28 Pale Ale,Burleigh Brewing Co.,American Pale Ale (APA),3.666666667,4.8
285 Gridlock ESB,Five Seasons Prado,Extra Special / Strong Bitter (ESB),4,5
"29,035-Ft. Double IPA",Old Dominion Brewing Company,American Double / Imperial IPA,4.625,9.5
292 Ale,Lawson's Finest Liquids,American Amber / Red Ale,3.9375,5.5
294 Imperial Stout,Rock Bottom Restaurant & Brewery,American Double / Imperial Stout,3,11.2
2:01 IRA,Hollister Brewing Co.,American Amber / Red Ale,4,8.6
2IC,Lord Nelson Brewery Hotel,American Brown Ale,3,5.2
2X Chocolate Porter,Stoudts Brewing Co.,American Porter,3.571428571,7
2X India Brown,Rock Bottom Restaurant & Brewery,American Brown Ale,4,5.51
2X Stout,Southern Tier Brewing Company,Milk / Sweet Stout,3.7,7.5
2XIPA,Southern Tier Brewing Company,American Double / Imperial IPA,4.041251778,8.2
2boc4sur,Earth Bread + Brewery,Doppelbock,2.5,7.8
2e Anniversaire,Brasserie Dunham,American Double / Imperial Stout,3.5,7.6
2nd Anniversary,Black Market Brewing Co.,American Black Ale,3.25,9
2nd Anniversary Ale,Hangar 24 Brewery,Belgian Strong Pale Ale,4,8.4
2nd Anniversary Ale,Kern River Brewing Company,Belgian IPA,4,9.2
2nd Anniversary Braggot,Strand Brewing Co.,Braggot,3.75,8.5
2nd Anniversary Double IPA,Port Brewing Company / Pizza Port,American Double / Imperial IPA,4.045454545,9.5
2x Ultra IPA,Titanic Brewing Company,American Double / Imperial IPA,4.3,9
2x4,Double Mountain Brewery & Taproom,American Strong Ale,4,8
2x4 IPA,Bavarian Barbarian Brewing Company,American IPA,3.45,7
2° Below Winter Ale,New Belgium Brewing,Extra Special / Strong Bitter (ESB),3.645390071,6.6
2½ Anniversary Ale,Dead Frog Brewing,Smoked Beer,4,5
3 Amigos,Brew It Up,Belgian Strong Pale Ale,3.6,9
3 B,Boundary Bay Brewery & Bistro,American Blonde Ale,3.75,3.7
3 Bills Golden Ale,Eugene City Brewery,Belgian Strong Pale Ale,3.5,7.5
3 C's IPA,Rock Bottom Restaurant & Brewery,American IPA,4,6.8
3 Coins Irish Dark,McCallum Brewery,Irish Red Ale,3.25,7.3
3 Coins Malt Lager,McCallum Brewery,American Adjunct Lager,2.5,5
3 Coins Riva,McCallum Brewery,Witbier,3.5,4.8
3 Dog Day,Chama River Brewing Company,Baltic Porter,4.25,8.4
3 Fields Harvest Ale,Garrison Brewing Company,American Pale Ale (APA),3.785714286,6.4
3 French Hens,The Bruery,Belgian Strong Dark Ale,3.833333333,10
3 Heavy Scottish Wee Heavy,Dry Dock Brewing Co.,Scotch Ale / Wee Heavy,3.5,9.5
3 Horses Holland Lager Beer,Oranjeboom Bierbrouwerij B. V.,Euro Pale Lager,2.829268293,5
3 Judges Barleywine,New England Brewing Co.,English Barleywine,3.708333333,11
3 Kings Celebration Ale,Franciscan Well Micro Brewery,Winter Warmer,3.5,5.5
3 Monts,Brasserie De Saint-Sylvestre,Bière de Garde,3.983739837,8.5
3 Monts 90th Anniversary,Brasserie De Saint-Sylvestre,Bière de Garde,3,8.5
3 Monts Grande Réserve Spécial Ale,Brasserie De Saint-Sylvestre,Bière de Garde,4.101449275,10
3 Of A Kind Golden Ale,Chama River Brewing Company,American Blonde Ale,3.5,5.8
3 RB Pell,Three Rivers Eatery And Brewhouse,American Pale Ale (APA),4,5.2
3 Ravens 55,3 Ravens Brewing,American Pale Ale (APA),3.45,5.5
3 Ravens Ale Noir,3 Ravens Brewing,Rauchbier,3.666666667,5.4
3 Ravens Black,3 Ravens Brewing,American Stout,3.588235294,5.5
3 Ravens Blond,3 Ravens Brewing,Altbier,3.789473684,5.2
3 Ravens Bock The Ravenator,3 Ravens Brewing,Bock,3.833333333,5.8
3 Ravens Bronze,3 Ravens Brewing,English Bitter,3.40625,4.6
3 Ravens Dark,3 Ravens Brewing,Rauchbier,3,5.2
3 Ravens Double Ale Noir,3 Ravens Brewing,Smoked Beer,4,6.5
3 Ravens Hell,3 Ravens Brewing,Munich Helles Lager,3.333333333,5
3 Ravens Rye,3 Ravens Brewing,Roggenbier,3.4375,5.7
3 Ravens Schwarz Dark Lager,3 Ravens Brewing,Schwarzbier,3.5,6.3
3 Ravens White,3 Ravens Brewing,Witbier,3.055555556,5.2
3 Ravens Über Blond Sticke Altbier,3 Ravens Brewing,Altbier,3.285714286,6.4
3 Rivers Scottish Ale,Three Rivers Eatery And Brewhouse,Scottish Ale,4,5.9
3 Schteng,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),Belgian Strong Dark Ale,3.25,6
3 Schténg,Brasserie Grain D'Orge,Belgian Dark Ale,3.214285714,6
3 Sheets,Leech Lake Brewing Company,American Double / Imperial IPA,3.75,10.5
3 Sheets Barleywine,Ballast Point Brewing Company,American Barleywine,3.9,9.5
3 Threads,McKenzie Brew House,Saison / Farmhouse Ale,5,5.5
3-Grid IPA,Schooner Exact Brewing Company,American IPA,3.954545455,6.7
3-R Belgian,Bear Republic Brewing Co.,American Amber / Red Ale,5,6.2
3-Way,Anderson Valley Brewing Company,American Strong Ale,4,8.5
3,The Defiant Brewing Company,Tripel,4.166666667,8.9
30 E Lode,Birrificio Le Baladin,English Barleywine,4.5,13
300 Batch,Hideout Brewing Company,American Stout,5,11
300,Block 15 Brewery & Restaurant,American Pale Ale (APA),4.5,5
303AD,Hook Norton Brewery Co. Ltd.,English Pale Ale,3.5,4
30th Anniversary - Fritz And Ken's Ale,Sierra Nevada Brewing Co.,American Double / Imperial Stout,4.216720779,9.2
30th Anniversary - Grand Cru,Sierra Nevada Brewing Co.,American Strong Ale,4.225995316,9.2
30th Anniversary - Jack & Ken's Ale,Sierra Nevada Brewing Co.,American Barleywine,4.128032345,10.2
"30th Anniversary- Charlie, Fred And Ken's Bock",Sierra Nevada Brewing Co.,Maibock / Helles Bock,3.9546875,8.3
30th Street Pale Ale,Green Flash Brewing Co.,American Pale Ale (APA),4.078125,6
31-25 Hefe,Deschutes Brewery & Public House,American Pale Wheat Ale,3.75,6.7
31,DuClaw Brewing Co.,Munich Dunkel Lager,4,5.1
31,DuClaw Brewing Company,Munich Dunkel Lager,3.642857143,5.1
312 Urban Wheat,Goose Island Beer Co.,American Pale Wheat Ale,3.443485086,4.2
32 Inning Ale,Pizzeria Uno Chicago Grill & Brewery,Czech Pilsener,3.857142857,4.5
32/50,COAST Brewing Company,Kölsch,4.238888889,4.8
33 Export,Brasserie Heineken,Euro Pale Lager,2.642857143,4.8
33 Export,VBL Tien Giang Limited (Fosters),Dortmunder / Export Lager,2.799212598,4.5
333 Premium Export Beer,Saigon Beer Company,American Adjunct Lager,2.25,4.9
364 IPA,E.J. Phair Brewing Company,American IPA,3,7.5
365 Bière Pils,Brouwerij De Smedt / Brouwerij Affligem,American Pale Lager,2,4.8
3767 - Belgian IPA With Brett,Midnight Sun Brewing Co.,Belgian IPA,4.02,8
37hr Simcoe SMaSH,Hart & Thistle,American IPA,4.5,7
38 Double D (38DD),Main St. Grille & Brewing Company,Dunkelweizen,4,8.7
38 Redemption Black Pilesner,Wolverine State Brewing Company,German Pilsener,4,5.5
38 Schilling Scottish Ale,Watch City Brewing Co.,Scottish Ale,3.8,3.4
38 Special,Big Dog's Draft House,American Amber / Red Ale,3.583333333,5.3
3B,Arkell's Brewery Limited,English Bitter,2.25,4
3R Raspberry Ale,New Planet Beer Company,Fruit / Vegetable Beer,2.642857143,5
3Tail,Freetail Brewing Company,Belgian Strong Pale Ale,3.875,9.9
3rd Anniversaire,Brasserie Dunham,Belgian Strong Pale Ale,3,8.2
3rd Anniversary Ale,Hangar 24 Brewery,Belgian Pale Ale,3.3,5.8
3rd Anniversary Ale,The Livery,Belgian IPA,4.25,9
3rd Anniversary Double IPA,Port Brewing Company / Pizza Port,American Double / Imperial IPA,3.784172662,10
3rd Eye Triple,Pittsfield Brew Works,Tripel,3.75,9.8
3rd Rail IPA,Wedge Brewing Company,American Double / Imperial IPA,3.857142857,8.8
3x Chocolate Stout,Farside Brew Pub,American Stout,4,5
4 Calling Birds,The Bruery,Belgian Strong Dark Ale,3.807017544,11
4 Pines Dry Stout,4 Pines Brewing Company,Irish Dry Stout,3.923076923,5.1
4 Pines ESB,4 Pines Brewing Company,Extra Special / Strong Bitter (ESB),3.4,5.6
4 Pines Hefeweizen,4 Pines Brewing Company,Hefeweizen,3.285714286,5.2
4 Pines IPA,4 Pines Brewing Company,English India Pale Ale (IPA),3.5,4.5
4 Pines Kolsch,4 Pines Brewing Company,Kölsch,3.5,4.7
4 Pines Pale Ale,4 Pines Brewing Company,American Pale Ale (APA),3.5,5.1
4 Pines Wee Heavy,4 Pines Brewing Company,Scotch Ale / Wee Heavy,4.166666667,7.8
4 Seasons IPA,Voodoo Brewing Company,American IPA,3.726086957,8
4 Stroke Winter Lager,Kennebec River Brewery,American Amber / Red Lager,4,5
4 Winds Quadrupel,Magnolia Pub & Brewery,Quadrupel (Quad),4,9.1
"4'10"" Jen Blonde Ale",High Sierra Brewing Co.,American Blonde Ale,3.5,4.8
4-4-2 Ale,Shepherd Neame Ltd,English Bitter,3,4
4-Alarm Stout,Powerhouse Restaurant And Brewery,Oatmeal Stout,3.5,6.2
4.1 Täyteläinen Kevyt Olut,Oy Sinebrychoff Ab,Light Lager,2,4.1
40 Cream Ale,Marshall Wharf Brewing Company / Three Tides Restaurant,Cream Ale,4,8
40 Shilling Ale,Baird Brewing Company / Fishmarket Taproom,Scottish Ale,4,3.2
400 Honey Ale,Titletown Brewing Company,American Pale Ale (APA),2.7,5
400 Jahre Ustersbacher Bier,Brauerei Ustersbach,Munich Helles Lager,3.5,5.5
400 Pound Monkey,Left Hand Brewing Company,English India Pale Ale (IPA),3.55,6.7
4000 Footer IPA,Woodstock Inn Brewery,American IPA,3.5,7.1
405 Oklahoma Lager,Battered Boar Brewing Company,California Common / Steam Beer,2.5,6
406 Saison,Big Sky Brewing Company,Saison / Farmhouse Ale,3.7,6.3
42 Cream Ale,Marshall Wharf Brewing Company / Three Tides Restaurant,Cream Ale,3.5,7.2
420 India Pale Ale,Stone Coast Brewing Co.,American IPA,3.643442623,6.9
422 Pale Wheat Ale,Southern Tier Brewing Company,American Pale Wheat Ale,3.411637931,5.8
43 Degrees Below IPA,Oceanside Ale Works,American IPA,3.5,6.2
44 Magnum,Flour City Brewing Co.,American Double / Imperial IPA,4.3125,8.1
44 Magnum,LagerHaus Grill & Brewery,American Strong Ale,4,22
44 Magnum,Rohrbach Brewing Company (Brewpub),American Double / Imperial IPA,4.5,8
440 Pepper Smoker,Original Gravity Brewing Company,Chile Beer,4.5,5.6
46'er Pale Ale,Lake Placid Craft Brewing Company,English Pale Ale,3.557692308,6
471 ESB,Breckenridge Brewery,Scottish Ale,3.762376238,7.8
471 IPA,Breckenridge Brewery,American Double / Imperial IPA,3.908296943,9.2
47º North IPA,Leech Lake Brewing Company,English India Pale Ale (IPA),3.625,7
483 Pale Ale,Great River Brewery,American Pale Ale (APA),3.855263158,5.3
4:20 Smuggle Brew,Brouwerij Kerkom,Belgian Pale Ale,4,7.5
4AD Huisbier,Brouwerij Verstraete,Belgian Pale Ale,3.5,7
4C 10th Anniversary Ale,Nodding Head Brewery and Restaurant,American Double / Imperial IPA,4.333333333,11
4GA,Red Star Brewery & Grill,English Dark Mild Ale,3.833333333,5.2
4Shadow,Freetail Brewing Company,Smoked Beer,3.928571429,7
4X Quad,Rock Bottom Restaurant & Brewery,Quadrupel (Quad),4,10.76
4e Anniversaire,Brasserie Dunham,Belgian Strong Pale Ale,3.5,7.5
4ieme De 1000 Délice Des Moines,Brasserie Bièropholie,Belgian Strong Pale Ale,3.25,7.5
4th & Long Wheat Lager,Fitger's Brewhouse,Hefeweizen,3.75,5.7
4th Anniversary Ale,Kern River Brewing Company,Belgian Pale Ale,3.583333333,6.2
4th Anniversary Ale,The Livery,American Brown Ale,4.5,9
4th Anniversary Double IPA,Port Brewing Company / Pizza Port,American Double / Imperial IPA,3.639534884,10
4th Anniversary Oak Aged Imperial Porter,Bridge Road Brewers,American Porter,3.666666667,8
4th Street Wheat,Royal Oak Brewery,American Pale Wheat Ale,3.428571429,4.8
4x4,Fort Street Brewery,American Pale Wheat Ale,3.833333333,5
5 A.M. Saint,BrewDog,American Amber / Red Ale,3.78,5
5 Barrel Pale Ale,Odell Brewing Company,English Pale Ale,3.80349345,5.2
5 Borough,Southern Tier Brewing Company,Belgian Pale Ale,4.25,7
5 Czars Imperial Stout,McKenzie Brew House,Russian Imperial Stout,4.5,8.9
5 Day IPA,O'Fallon Brewery,American IPA,3.775510204,6.1
5 De Mayo,Beer Factory,English Strong Ale,4.5,7
5 Golden Rings Wassail,Five Seasons North,Herbed / Spiced Beer,4.5,10
5 Lizard,5 Rabbit Cerveceria,Witbier,3.611111111,4.3
5 O'Clock Dopplebock,Moosejaw Pizza & Dells Brewing Co.,Doppelbock,2.5,9
5 Rabbit,5 Rabbit Cerveceria,American Blonde Ale,3.125,5.3
5 Rings IPA,BrewHouse at Whistler / High Mountain Brewing Company,American IPA,3.75,7
5 Vulture,5 Rabbit Cerveceria,Chile Beer,3.818181818,6.4
5 Years Later,Captain Lawrence Brewing Co.,American Black Ale,4.025862069,10
5' O'Clock Blonde Ale,Renegade Brewing Company,American Blonde Ale,3.5,5
